['CO[P@@](=O)(N)SC', '(-)']
['CC(=O)N1C[C@H](C2=CC=CC=C21)CCN3CCC(=CC3)C4=CNC5=C4C=CC(=C5)Cl', '(+)']
['CC(=O)N1C[C@H](CCN2CC=C(c3c[nH]c4cc(Cl)ccc34)CC2)c2ccccc21', '(-)']
['C1=CC(=CC=C1/C=C\\C2=C3[C@@H]([C@H](OC3=CC(=C2)O)C4=CC=C(C=C4)O)C5=CC(=CC(=C5)O)O)O', '(+)']
['Oc1ccc(/C=C\\c2cc(O)cc3c2[C@@H](c2cc(O)cc(O)c2)[C@H](c2ccc(O)cc2)O3)cc1', '(-)']
['CN1CC[C@]2(CC3=NC4=CC=CC=C4C=C3C[C@@H]2C1)C5=CC(=CC=C5)O', '(+)']
['CN1CC[C@]2(c3cccc(O)c3)Cc3nc4ccccc4cc3C[C@H]2C1', '(-)']
['CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl', '(-)']
['CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1.Cl', '(+)']
['C[C@H](CC[C@H](C(C)C)O)[C@H]1CC[C@@H]\\2[C@@]1(CCC/C2=C\\C=C/3\\C[C@H](C[C@@H](C3=C)O)O)C.O', '(+)']
['C=C1/C(=C\\C=C2/CCC[C@]3(C)[C@@H]2CC[C@H]3[C@@H](C)CC[C@H](O)C(C)C)C[C@H](O)C[C@H]1O.O', '(-)']
['COC1=CC=C(C=C1)N2CC3=CN=C(N=C3N(C2=O)[C@@H]4CC[C@H](C4)O)NC5=CC=CC=C5', '(+)']
['COc1ccc(N2Cc3cnc(Nc4ccccc4)nc3N([C@H]3CC[C@H](O)C3)C2=O)cc1', '(-)']
['COC1=C(C=C2C(=C1)[C@@H]3CCCC[C@@H]3[N+](=C2C4=CC=C(C=C4)S(=O)(=O)C)[O-])OC', '(-)']
['COc1cc2c(cc1OC)[C@H]1CCCC[C@H]1[N+]([O+])=C2c1ccc(S(C)(=O)=O)cc1', '(+)']
['COC1=CC=CC=C1N2CCC(CC2)CNC[C@H]3COC4=C(O3)C=C(C=C4)Cl', '(-)']
['COc1ccccc1N1CCC(CNC[C@@H]2COc3ccc(Cl)cc3O2)CC1', '(+)']
['C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C', '(-)']
['C[C@@H](CCCC(C)(C)O)[C@@H]1CC[C@@H]2C3=CC=C4C[C@H](O)CC[C@@]4(C)[C@@H]3CC[C@]21C', '(+)']
['C1CC[C@H]([C@@H](C1)N(C2CC2)C(=O)NCCCOC3=CC4=C(C=C3)NC(=O)C=C4)O', '(-)']
['O=C(NCCCOc1ccc2[nH]c(=O)ccc2c1)N(C1CC1)[C@H]1CCCC[C@@H]1O', '(+)']
['COC1=C(C(=NC=C1)C[S@](=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC', '(-)']
['COc1ccnc(C[S@@](=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC', '(+)']
['CC(C)C1=CC=C(C=C1)NC(=O)OC2=CC3=C(C=C2)N([C@@H]4[C@]3(CCN4C)C)C', '(-)']
['CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@@]2(C)CCN(C)[C@H]2N3C)cc1', '(+)']
['C1CNC(=NC1)NCCCNC[C@H]2CCC3=CC=CC=C3O2.Cl.Cl', '(-)']
['Cl.Cl.c1ccc2c(c1)CC[C@@H](CNCCCNC1=NCCCN1)O2', '(+)']
['CCN1CCC[C@H]1CNC(=O)C2=C(C(=CC(=C2)Br)OC)OC', '(-)']
['CCN1CCC[C@@H]1CNC(=O)c1cc(Br)cc(OC)c1OC', '(+)']
['CC1=C(C=CN=C1C[S@@](=O)C2=NC3=CC=CC=C3N2)OCCCOC', '(+)']
['COCCCOc1ccnc(C[S@](=O)c2nc3ccccc3[nH]2)c1C', '(-)']
['COC1=C(C=CC=C1O)[C@@H](C2CCN(CC2)CCC3=CC=C(C=C3)F)O', '(+)']
['COc1c(O)cccc1[C@@H](O)C1CCN(CCc2ccc(F)cc2)CC1', '(-)']
['CN([C@H]1CCCC[C@@H]1N2CCCC2)C(=O)CC3=C4C=CSC4=CC=C3', '(-)']
['CN(C(=O)Cc1cccc2sccc12)[C@@H]1CCCC[C@H]1N1CCCC1', '(+)']
['C[C@@]1(C=C(C2=C(O1)C=CC(=C2)[N+](=O)[O-])N3CCCC3=O)C4OCCO4', '(-)']
['C[C@@]1(C2OCCO2)C=C(N2CCCC2=O)c2cc([N+](=O)[O+])ccc2O1', '(+)']
['CCCC1=C(C(=C(N=C1C(C)C)C(C)C)[C@@H](C)O)C2=CC=C(C=C2)F', '(+)']
['CCCc1c(C(C)C)nc(C(C)C)c([C@H](C)O)c1-c1ccc(F)cc1', '(-)']
['CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)C3=CCOCC3)F', '(-)']
['CC(=O)NC[C@@H]1CN(c2ccc(C3=CCOCC3)c(F)c2)C(=O)O1', '(+)']
['C[C@@H](C#CC1=CC=C(S1)CC2=CC=C(C=C2)F)N(C(=O)N)O', '(-)']
['C[C@H](C#Cc1ccc(Cc2ccc(F)cc2)s1)N(O)C(N)=O', '(+)']
['CC(C)(C)C(=O)O[C@H]([C@H](C(=O)O)OC(=O)C(C)(C)C)C(=O)O', '(-)']
['CC(C)(C)C(=O)O[C@H](C(=O)O)[C@H](OC(=O)C(C)(C)C)C(=O)O', '(+)']
['CCCN(CCC1=CC=CS1)[C@@H]2CCC3=C(C2)C=CC=C3O', '(+)']
['CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1', '(-)']
['CN1[C@H]([C@H]([C@@H](C1=O)O)C2=CC=CC=C2)[C@H](C3=CC=CC=C3)O', '(-)']
['CN1C(=O)[C@H](O)[C@@H](c2ccccc2)[C@H]1[C@H](O)c1ccccc1', '(+)']
['CC(C)C[C@H]1C(OC(=O)N1)(C2=CC=CC=C2)C3=CC=CC=C3', '(-)']
['CC(C)C[C@H]1NC(=O)OC1(c1ccccc1)c1ccccc1', '(+)']
['CCCCN(CCCC)[C@@H](C)[C@@H](C1=CC=CC=C1)O', '(+)']
['CCCCN(CCCC)[C@H](C)[C@@H](O)c1ccccc1', '(-)']
['CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H]2CO2', '(-)']
['CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)[C@@H]1CO1', '(+)']
['CCCC[C@@H]1[C@@H](C2CCN1CC2)C3=CC=C(C=C3)C', '(-)']
['CCCC[C@H]1[C@@H](c2ccc(C)cc2)C2CCN1CC2', '(+)']
['C[C@H](C1CCC(CC1)C(=O)NC2=CC=NC=C2)N.Cl.Cl', '(+)']
['C[C@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1.Cl.Cl', '(-)']
['CC(C)C[C@H](C1(CCC1)C2=CC=C(C=C2)Cl)N', '(+)']
['CC(C)C[C@H](N)C1(c2ccc(Cl)cc2)CCC1', '(-)']
['C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)OC', '(+)']
['COC(=O)[C@H](C)c1ccc2cc(OC)ccc2c1', '(-)']
['C[C@H](CC=O)C1=CN(C2=CC=CC=C21)C', '(-)']
['C[C@@H](CC=O)c1cn(C)c2ccccc12', '(+)']
['C1CC[C@@H]([C@H](C1)C2=CC=CC=C2)O', '(+)']
['O[C@@H]1CCCC[C@H]1c1ccccc1', '(-)']
['COC1=C(C=C(C=C1)C[C@H](C2=CC(=C(C(=C2)OC)OC)OC)O)O', '(-)']
['COc1ccc(C[C@H](O)c2cc(OC)c(OC)c(OC)c2)cc1O', '(+)']
['COC1=C(C=C2CN(CCC2=C1)C(=O)[C@@H]3CCCN(C3)CCNC(=O)C4=CC=C(C=C4)F)OC', '(-)']
['COc1cc2c(cc1OC)CN(C(=O)[C@H]1CCCN(CCNC(=O)c3ccc(F)cc3)C1)CC2', '(+)']
['COC1=C(C=C2CN(CCC2=C1)C(=O)[C@@H]3CCCN(C3)CCNC(=O)C4=CC=C(C=C4)F)OC.OP(=O)(O)O', '(-)']
['COc1cc2c(cc1OC)CN(C(=O)[C@H]1CCCN(CCNC(=O)c3ccc(F)cc3)C1)CC2.O=P(O)(O)O', '(+)']
['CC(=CCC/C(=C/C=C/C(=C)[C@@H]1CC[C@@]2([C@@H]1O)[C@@H](/C(=C(/C)\\C=O)/CC[C@]2(C)O)CCCO)/COC(=O)C)C', '(+)']
['C=C(/C=C/C=C(/CCC=C(C)C)COC(C)=O)[C@H]1CC[C@@]2([C@@H](CCCO)/C(=C(/C)C=O)CC[C@@]2(C)O)[C@H]1O', '(-)']
['COCCN1CCN(CC1)C[C@H]2CCN(C2=O)C3=CC=C(C=C3)Cl', '(+)']
['COCCN1CCN(C[C@@H]2CCN(c3ccc(Cl)cc3)C2=O)CC1', '(-)']
['CC1=CNC2=C(C=C3CCC4=C([C@@H](C3=C12)C5CCN(CC5)C(=O)CC6=CC=[N+](C=C6)[O-])N=CC=C4)Cl', '(-)']
['Cc1c[nH]c2c(Cl)cc3c(c12)[C@H](C1CCN(C(=O)Cc2cc[n+]([O+])cc2)CC1)c1ncccc1CC3', '(+)']
['C[C@H](CC1=CC(=C2C(=C1)C=CN2CCCO)C(=O)N)NCCOC3=CC=CC=C3OCC(F)(F)F', '(-)']
['C[C@@H](Cc1cc(C(N)=O)c2c(ccn2CCCO)c1)NCCOc1ccccc1OCC(F)(F)F', '(+)']
['C[C@H]1CCC/C=C\\C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C2=CSC(=N2)C)/C', '(-)']
['C/C(=C\\c1csc(C)n1)[C@H]1C/C=C\\CCC[C@@H](C)[C@@H](O)[C@H](C)C(=O)C(C)(C)[C@H](O)CC(=O)O1', '(+)']
['C1CCC[C@@H]2CCN3CCC[C@H]([C@@H]3O2)CCCCCC[C@@H]4CCN5CCC[C@H]([C@@H]5O4)CC1', '(+)']
['C1CCC[C@H]2CCCN3CC[C@H](CCCCCC[C@H]4CCCN5CC[C@H](CC1)O[C@H]45)O[C@H]23', '(-)']
['CC(C)[C@H]1[C@H]2[C@@H](CCN2C(=O)/C=C/CN3CCCCC3)N(C1=O)S(=O)(=O)C.Cl', '(+)']
['CC(C)[C@H]1C(=O)N(S(C)(=O)=O)[C@H]2CCN(C(=O)/C=C/CN3CCCCC3)[C@H]12.Cl', '(-)']
['CCCCSC1=NSN=C1[C@@H]2CN3CCC2CC3.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O', '(+)']
['CCCCSc1nsnc1[C@H]1CN2CCC1CC2.O=C(O)[C@@H](O)[C@H](O)C(=O)O', '(-)']
['CCCCCCCCCCCCC/C=C/[C@H]([C@H](COC(=O)C)NC(=O)C)OC(=O)C', '(-)']
['CCCCCCCCCCCCC/C=C/[C@H](OC(C)=O)[C@@H](COC(C)=O)NC(C)=O', '(+)']
['CC1=C(N=C(S1)C2=CC=CC=C2)COC3=CC=C(C=C3)CCC[C@@H]4C(=O)NC(=O)O4', '(+)']
['Cc1sc(-c2ccccc2)nc1COc1ccc(CCC[C@@H]2OC(=O)NC2=O)cc1', '(-)']
['COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]([C@H](CC3=CC(=C(C(=C23)OC)O)OC)CO)CO', '(-)']
['COc1cc([C@H]2c3c(cc(OC)c(O)c3OC)C[C@@H](CO)[C@@H]2CO)cc(OC)c1O', '(+)']
['CCOCOC[C@H](C[C@H](C)C(=O)NO)NC(=O)C1=CC=C(C=C1)OC2=CC=CC=C2', '(-)']
['CCOCOC[C@@H](C[C@@H](C)C(=O)NO)NC(=O)c1ccc(Oc2ccccc2)cc1', '(+)']
['CCCN(C1=CC=NC=C1)N2C=CC3=C2C=CC(=C3)OC(=O)N[C@@H](C)C4=CC=CC=C4', '(-)']
['CCCN(c1ccncc1)n1ccc2cc(OC(=O)N[C@H](C)c3ccccc3)ccc21', '(+)']
['CC1([C@@H]([C@H](C2=C(O1)C=CC(=C2)OCCCC(F)(F)F)N(C)S(=O)(=O)C)O)C', '(+)']
['CN([C@@H]1c2cc(OCCCC(F)(F)F)ccc2OC(C)(C)[C@H]1O)S(C)(=O)=O', '(-)']
['CC1=C(C(=C2C(=C1Cl)O[C@]3(C2=O)C(=CC(=O)C=C3OC)C(=O)OC)O)Cl', '(+)']
['COC(=O)C1=CC(=O)C=C(OC)[C@@]12Oc1c(Cl)c(C)c(Cl)c(O)c1C2=O', '(-)']
['CS(=O)(=O)C1=CC=C(C=C1)[C@@H](CC2CCCC2)C(=O)NC3=NC=CS3', '(-)']
['CS(=O)(=O)c1ccc([C@H](CC2CCCC2)C(=O)Nc2nccs2)cc1', '(+)']
['C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1([C@@H](C[C@@]([C@H]([C@@H]3C)O)(C)C=C)OC(=O)CO)C', '(+)']
['C=C[C@@]1(C)C[C@H](OC(=O)CO)[C@@]2(C)[C@@H](C)CC[C@@]3(CCC(=O)[C@@H]32)[C@H](C)[C@H]1O', '(-)']
['C1CN(C[C@H]([C@H]1CC2=CC=CC=C2)O)CCS(=O)(=O)C3=CC=C(C=C3)O', '(-)']
['O=S(=O)(CCN1CC[C@@H](Cc2ccccc2)[C@@H](O)C1)c1ccc(O)cc1', '(+)']
['CNCC[C@@H](C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F.Cl', '(+)']
['CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl', '(-)']
['CCC1=C(C=CC(=C1)C#N)NC2=C(C(=O)C2=O)N[C@H](C)C(C)(C)C', '(+)']
['CCc1cc(C#N)ccc1Nc1c(N[C@@H](C)C(C)(C)C)c(=O)c1=O', '(-)']
['CCOC(=O)[C@@H]([C@H](C1=CC=CC=C1)NC(=O)C2=CC=CC=C2)O', '(-)']
['CCOC(=O)[C@@H](O)[C@H](NC(=O)c1ccccc1)c1ccccc1', '(+)']
['C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O', '(-)']
['Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@@H](O)C2', '(+)']
['CC(C)(C)NC(=O)[C@@H]1CN(CCN1)C(=O)OC(C)(C)C', '(+)']
['CC(C)(C)NC(=O)[C@H]1CN(C(=O)OC(C)(C)C)CCN1', '(-)']
['CCOC(=O)[C@@H](CCC1=CC=CC=C1)N[C@H](C)C(=O)O', '(-)']
['CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O', '(+)']
['CS(=O)(=O)OC[C@@H]([C@H](COS(=O)(=O)C)O)O', '(+)']
['CS(=O)(=O)OC[C@@H](O)[C@H](O)COS(C)(=O)=O', '(-)']
['COC1=C(C2=C(CCC2)C=C1)O[C@H]3CCNC3.Cl', '(+)']
['COc1ccc2c(c1O[C@@H]1CCNC1)CCC2.Cl', '(-)']
['C1=CC=C(C(=C1)C(=O)NC2=CC(=O)[C@@H]3[C@H]([C@H]2O)O3)O', '(-)']
['O=C(NC1=CC(=O)[C@@H]2O[C@@H]2[C@@H]1O)c1ccccc1O', '(+)']
['CCCCCCCC[C@@H]1[C@H](C(=C)C(=O)O1)C(=O)O', '(+)']
['C=C1C(=O)O[C@@H](CCCCCCCC)[C@@H]1C(=O)O', '(-)']
['C1[C@@H](C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O', '(+)']
['NC(=O)N1c2ccccc2C[C@@H](O)c2ccccc21', '(-)']
['CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)OC', '(+)']
['COc1ccc2[nH]cc(C[C@@H]3CCCN3C)c2c1', '(-)']
['CC1=C(C2=C(CC[C@@](O2)(C)CO)C(=C1O)C)C', '(+)']
['Cc1c(C)c2c(c(C)c1O)CC[C@](C)(CO)O2', '(-)']
['CCCCCCCCNC(=O)[C@H]1CCCCN1C(=O)OC(C)(C)C', '(+)']
['CCCCCCCCNC(=O)[C@@H]1CCCCN1C(=O)OC(C)(C)C', '(-)']
['CONC(=O)[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F', '(-)']
['CONC(=O)[C@@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1', '(+)']
['CCNCC#CCOC(=O)[C@@](C1CCCCC1)(C2=CC=CC=C2)O', '(-)']
['CCNCC#CCOC(=O)[C@@](O)(c1ccccc1)C1CCCCC1', '(+)']
['CC(C)C[C@@H](C(=O)O)NC=O', '(+)']
['CC(C)C[C@@H](NC=O)C(=O)O', '(-)']
['C1COCCC1C2=C(C=C(C=C2)N3C[C@@H](OC3=O)C(=O)N)F', '(-)']
['NC(=O)[C@@H]1CN(c2ccc(C3CCOCC3)c(F)c2)C(=O)O1', '(+)']
['C1COCC=C1C2=C(C=C(C=C2)N3C[C@@H](OC3=O)C(=O)N)F', '(-)']
['NC(=O)[C@@H]1CN(c2ccc(C3=CCOCC3)c(F)c2)C(=O)O1', '(+)']
['CCOC(=O)[C@H](CC1=CC=CC=C1)O', '(-)']
['CCOC(=O)[C@H](O)Cc1ccccc1', '(+)']
['C1=CC=C(C=C1)[C@](C(=O)O)(O)Cl', '(+)']
['O=C(O)[C@](O)(Cl)c1ccccc1', '(-)']
['COC1=CC=CC2=C1CC[C@H](C2)N', '(+)']
['COc1cccc2c1CC[C@H](N)C2', '(-)']
['C[C@@H](C=C)C1=CC=CC=C1', '(+)']
['C=C[C@@H](C)c1ccccc1', '(-)']
['CC(=C[C@@H]1CO[C@]23C[C@]4(CO2)[C@@H]([C@H]3[C@@]1(C)O)CC[C@H]5[C@]4(CC[C@@H]6[C@@]5(CC[C@@H](C6(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O[C@H]9[C@@H]([C@H]([C@@H](O9)CO)O)O)C)C)C', '(-)']
['CC(C)=C[C@H]1CO[C@@]23C[C@@]4(CO2)[C@@H](CC[C@H]2[C@]5(C)CC[C@@H](O[C@H]6O[C@@H](CO)[C@H](O)[C@@H](O[C@H]7O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]7O)[C@@H]6O[C@H]6O[C@H](CO)[C@@H](O)[C@@H]6O)C(C)(C)[C@H]5CC[C@@]24C)[C@@H]3[C@]1(C)O', '(+)']
['CCOC(=O)[C@@]1(CCCN(C1)C(=O)[C@@H](CC2=CNC3=CC=CC=C32)NC(=O)C(C)(C)N)CC4=CC=CC=C4', '(-)']
['CCOC(=O)[C@@]1(Cc2ccccc2)CCCN(C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1', '(+)']
['CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)[C@H]2N(C(=O)CS2)CCCN(C)CCOC3=CC4=C(C=C3)OCO4', '(-)']
['CN(CCCN1C(=O)CS[C@@H]1c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)CCOc1ccc2c(c1)OCO2', '(+)']
['CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)[C@H]2N(C(=O)CS2)CCCN(C)CCOC3=CC4=C(C=C3)OCO4.C(=C/C(=O)O)\\C(=O)O', '(-)']
['CN(CCCN1C(=O)CS[C@@H]1c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)CCOc1ccc2c(c1)OCO2.O=C(O)/C=C/C(=O)O', '(+)']
['CC1=C([C@@H](C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC', '(+)']
['COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)[C@@H]1c1cccc([N+](=O)[O+])c1', '(-)']
['CC1=C([C@@H](C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC.Cl', '(+)']
['COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)[C@@H]1c1cccc([N+](=O)[O+])c1.Cl', '(-)']
['CC1=C([C@@H](OC2=C1C=CC(=C2)OC(=O)C(C)(C)C)C3=CC=C(C=C3)OCCN4CCCCC4)C5=CC=C(C=C5)OC(=O)C(C)(C)C', '(+)']
['CC1=C(c2ccc(OC(=O)C(C)(C)C)cc2)[C@@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(OC(=O)C(C)(C)C)ccc21', '(-)']
['C1CN(CCC1[C@@H]2C3=C(CCC4=C2N=CC(=C4)Br)C(=C(C=C3)Cl)Br)C(=O)CC5=CC=[N+](C=C5)[O-]', '(+)']
['O=C(Cc1cc[n+]([O+])cc1)N1CCC([C@H]2c3ccc(Cl)c(Br)c3CCc3cc(Br)cnc32)CC1', '(-)']
['C1CN([C@@H](CN1CCCCC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)C(=O)N)CC(=O)NC4=C(C=C(C=C4Cl)N)Cl', '(-)']
['NC(=O)[C@H]1CN(CCCCC(c2ccc(F)cc2)c2ccc(F)cc2)CCN1CC(=O)Nc1c(Cl)cc(N)cc1Cl', '(+)']
['CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)[O-])C=N[C@@H]2CCCC[C@H]2N=CC3=C(C(=CC(=C3)C(C)(C)C)C(C)(C)C)[O-].[Co]', '(-)']
['CC(C)(C)c1cc(C=N[C@H]2CCCC[C@@H]2N=Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2[O+])c([O+])c(C(C)(C)C)c1.[Co]', '(+)']
['C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=O)C=C[C@]34C)O', '(+)']
['C[C@@]12C[C@@H](O)[C@@H]3[C@H](CCC4=CC(=O)C=C[C@]43C)[C@H]1CCC2=O', '(-)']
['CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@@H]6C7=C(O3)C(=C(C=C7CCN6)OC)OC)O)OC', '(+)']
['COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1[C@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@H]3N(C)CC2)NCC4', '(-)']
['CC1=C([C@H](C(=C(N1)N)C(=O)OC2CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC(C)C', '(-)']
['CC1=C(C(=O)OC(C)C)[C@H](c2cccc([N+](=O)[O+])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1', '(+)']
['CC(C)(C)C(=O)CN1C2=CC=CC=C2N(C[C@H](C1=O)NC(=O)NC3=CC=CC(=C3)C(=O)O)C4CCCCC4', '(-)']
['CC(C)(C)C(=O)CN1C(=O)[C@@H](NC(=O)Nc2cccc(C(=O)O)c2)CN(C2CCCCC2)c2ccccc21', '(+)']
['C[C@H]([C@](CN1C=NC=N1)(C2=C(C=C(C=C2)F)F)O)N(C)C(=O)C3=CN4C=C(N=C4S3)C5=CC=C(C=C5)C#N', '(-)']
['C[C@H](N(C)C(=O)c1cn2cc(-c3ccc(C#N)cc3)nc2s1)[C@@](O)(Cn1cncn1)c1ccc(F)cc1F', '(+)']
['C1C[C@@H]([C@@H](C1)P(C2=CC=CC=C2)C3=CC=CC=C3)[C@H]4CCC[C@H]4P(C5=CC=CC=C5)C6=CC=CC=C6', '(-)']
['c1ccc(P(c2ccccc2)[C@H]2CCC[C@H]2[C@@H]2CCC[C@@H]2P(c2ccccc2)c2ccccc2)cc1', '(+)']
['CC1=C(SC=N1)/C=C\\C2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\\OC)/C4=CSC(=N4)N)SC2)C(=O)O', '(+)']
['CO/N=C(\\C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(/C=C\\c3scnc3C)CS[C@@H]12)c1csc(N)n1', '(-)']
['CC(C)(C1=CC=C(C=C1)[C@@H](CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O', '(+)']
['CC(C)(C(=O)O)c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1', '(-)']
['C1CN(C2=C1C=C(C=C2)S(=O)(=O)N3C[C@@H](NC3=O)C4=CC=CC=C4)C(=O)C5=CC=C(C=C5)N', '(+)']
['Nc1ccc(C(=O)N2CCc3cc(S(=O)(=O)N4C[C@@H](c5ccccc5)NC4=O)ccc32)cc1', '(-)']
['C1CN(C2=C1C=C(C=C2)S(=O)(=O)N3C[C@@H](NC3=O)C4=CC=CC=C4)C(=O)C5=CC=C(C=C5)N.Cl', '(+)']
['Cl.Nc1ccc(C(=O)N2CCc3cc(S(=O)(=O)N4C[C@@H](c5ccccc5)NC4=O)ccc32)cc1', '(-)']
['C1=CC=C(C=C1)N2N=C(N=N2)C3=CC=C(C=C3)S(=O)(=O)N[C@H](CC4=CNC5=CC=CC=C54)C(=O)O', '(-)']
['O=C(O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(-c2nnn(-c3ccccc3)n2)cc1', '(+)']
['COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN([C@@H]4[C@H]3CCCC4)C(=O)C5=CC=CO5)N)OC.Cl', '(+)']
['COc1cc2nc(N3CCN(C(=O)c4ccco4)[C@@H]4CCCC[C@@H]43)nc(N)c2cc1OC.Cl', '(-)']
['CC1=C(C2=C(CC[C@@](O2)(C)C(=O)NC3=C(N(C(=O)N(C3=O)C)C4=CC=CC=C4)N)C(=C1O)C)C', '(-)']
['Cc1c(C)c2c(c(C)c1O)CC[C@](C)(C(=O)Nc1c(N)n(-c3ccccc3)c(=O)n(C)c1=O)O2', '(+)']
['CS(=O)(=O)C1=CC(=CC2=C1N(C3=C2CC[C@@H]3CC(=O)O)CC4=CC=C(C=C4)Cl)F', '(-)']
['CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@H](CC(=O)O)CC3', '(+)']
['CC(C)C[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NC)SC[C@H](CC(=O)N)S', '(+)']
['CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)SC[C@H](S)CC(N)=O', '(-)']
['C1CN(C2=C1C3=C(C=C2)NC(=C3)C(=O)N4C[C@H]5C[C@@]56C4=CC(=O)C7=CC=CC=C67)C(=O)N', '(+)']
['NC(=O)N1CCc2c1ccc1[nH]c(C(=O)N3C[C@@H]4C[C@]45C3=CC(=O)c3ccccc35)cc21', '(-)']
['C1CN(CCC1CNC[C@H]2COC3=C(O2)C=C(C=C3)C(F)(F)F)C4=CC=CC=C4O', '(-)']
['Oc1ccccc1N1CCC(CNC[C@@H]2COc3ccc(C(F)(F)F)cc3O2)CC1', '(+)']
['C1[C@H]([C@H](C2=CC=CC=C21)N)O', '(-)']
['N[C@@H]1c2ccccc2C[C@@H]1O', '(+)']
['CC1([C@H]([C@@H](C2=C(O1)C=CC(=C2)OCCCC(F)(F)F)N(C)S(=O)(=O)C)O)C', '(+)']
['CN([C@H]1c2cc(OCCCC(F)(F)F)ccc2OC(C)(C)[C@@H]1O)S(C)(=O)=O', '(-)']
